"symbol","gene_id","log2FoldChange","padj","baseMean","regulacion"
"FGF11","ENSG00000161958.11",4.225,"2.90e-06",7.59,"Up"
"PNCK","ENSG00000130822.16",4.224,"2.42e-05",18.17,"Up"
"ONECUT2","ENSG00000119547.6",4.223,"1.09e-08",11.21,"Up"
"INA","ENSG00000148798.11",4.211,"1.48e-03",8.54,"Up"
"PODNL1","ENSG00000132000.14",4.209,"1.54e-10",46.18,"Up"
NA,"ENSG00000248268.1",4.206,"3.04e-02",1.64,"Up"
NA,"ENSG00000296518.1",4.205,"3.49e-03",2.03,"Up"
"MAP7D2","ENSG00000184368.16",4.204,"1.20e-11",81.71,"Up"
"DSC1","ENSG00000134765.10",4.202,"1.80e-02",2.53,"Up"
NA,"ENSG00000298505.1",4.201,"2.70e-02",2.52,"Up"
"NRK","ENSG00000123572.17",4.194,"3.18e-08",91.61,"Up"
"ANKRD34B","ENSG00000189127.8",4.192,"8.85e-05",14.95,"Up"
"SLC25A48","ENSG00000145832.16",4.189,"2.18e-05",3.75,"Up"
NA,"ENSG00000278912.1",4.189,"6.04e-03",2.03,"Up"
"MIR137HG","ENSG00000225206.13",4.185,"1.85e-02",2.01,"Up"
"IGHV2OR16-5","ENSG00000259303.5",4.183,"1.72e-09",15.27,"Up"
NA,"ENSG00000258837.1",4.182,"4.24e-02",2.02,"Up"
NA,"ENSG00000293470.3",4.181,"7.64e-05",6.19,"Up"
"LINC02003","ENSG00000264026.3",4.164,"1.43e-04",1.59,"Up"
"COL7A1","ENSG00000114270.18",4.163,"4.72e-09",198.48,"Up"
NA,"ENSG00000279878.1",4.159,"1.81e-04",3.7,"Up"
"ANKRD33BP9","ENSG00000255305.1",4.159,"1.22e-02",1.58,"Up"
"EDN2","ENSG00000127129.10",4.157,"1.59e-08",39.58,"Up"
"ARHGEF4-AS1","ENSG00000233221.7",4.157,"1.23e-03",1.58,"Up"
"RNU6-140P","ENSG00000207296.1",4.155,"9.77e-03",2.46,"Up"
"MIR4713HG","ENSG00000259240.2",4.155,"1.13e-02",3,"Up"
NA,"ENSG00000273118.2",4.155,"1.20e-02",2.44,"Up"
"B3GNT3","ENSG00000179913.11",4.15,"3.81e-20",184.01,"Up"
"LINC01395","ENSG00000281097.1",4.15,"1.41e-02",1.56,"Up"
NA,"ENSG00000303387.1",4.149,"2.88e-02",1.57,"Up"
"LINC01994","ENSG00000241098.2",4.146,"3.15e-03",1.97,"Up"
"KCNK2","ENSG00000082482.14",4.144,"1.83e-04",17.76,"Up"
NA,"ENSG00000255345.1",4.142,"1.07e-03",2.43,"Up"
NA,"ENSG00000289332.3",4.141,"2.09e-03",5.11,"Up"
"GJB3","ENSG00000188910.8",4.14,"5.04e-10",54.58,"Up"
"BPIFB4","ENSG00000186191.9",4.137,"1.37e-02",1.56,"Up"
"IGHV1-68","ENSG00000253703.2",4.134,"4.23e-05",1.94,"Up"
"HOXA10","ENSG00000253293.6",4.125,"2.90e-07",21.77,"Up"
"LINC00355","ENSG00000227674.3",4.118,"4.25e-03",1.54,"Up"
"THBS2","ENSG00000186340.17",4.115,"5.27e-29",781.01,"Up"
"LINC01968","ENSG00000237222.5",4.112,"6.12e-03",1.9,"Up"
"CA10","ENSG00000154975.14",4.111,"1.32e-04",11.76,"Up"
"UPK2","ENSG00000110375.3",4.108,"3.17e-02",2.92,"Up"
"LOC101929563","ENSG00000283982.2",4.107,"1.31e-02",1.53,"Up"
NA,"ENSG00000235008.1",4.106,"1.06e-05",10.98,"Up"
"USH1G","ENSG00000182040.9",4.106,"3.17e-02",1.53,"Up"
NA,"ENSG00000230882.1",4.104,"2.78e-04",2.91,"Up"
NA,"ENSG00000231324.2",4.104,"9.57e-03",2.36,"Up"
NA,"ENSG00000297726.1",4.103,"6.56e-04",3.58,"Up"
NA,"ENSG00000280114.1",4.1,"8.42e-04",1.89,"Up"
NA,"ENSG00000298035.1",4.1,"6.00e-03",1.91,"Up"
"KCTD8","ENSG00000183783.7",4.099,"6.01e-03",4.66,"Up"
"IGLV5-48","ENSG00000211647.1",4.098,"8.80e-06",10.8,"Up"
"CDK5R2","ENSG00000171450.6",4.096,"6.33e-04",1.89,"Up"
NA,"ENSG00000304068.1",4.094,"3.91e-02",1.51,"Up"
NA,"ENSG00000248243.2",4.092,"4.36e-09",6.93,"Up"
"ITGA11","ENSG00000137809.17",4.091,"4.75e-22",388.41,"Up"
NA,"ENSG00000235721.1",4.086,"4.68e-12",24.11,"Up"
"NPSR1","ENSG00000187258.14",4.086,"6.38e-03",1.51,"Up"
"MAJIN","ENSG00000168070.12",4.084,"1.03e-02",4.97,"Up"
"GBP6","ENSG00000183347.15",4.08,"1.27e-07",111.91,"Up"
"CHRNB4","ENSG00000117971.12",4.078,"4.15e-04",4.35,"Up"
"COL22A1","ENSG00000169436.18",4.077,"5.67e-07",83.21,"Up"
"LOC101927657","ENSG00000244791.4",4.077,"4.19e-02",1.5,"Up"
"FAM83F","ENSG00000133477.17",4.076,"2.25e-09",47.52,"Up"
"LINC00939","ENSG00000249267.9",4.074,"4.37e-04",1.86,"Up"
NA,"ENSG00000272405.1",4.065,"1.27e-07",61.01,"Up"
NA,"ENSG00000302075.1",4.051,"1.40e-05",1.84,"Up"
NA,"ENSG00000308201.1",4.047,"3.33e-03",1.45,"Up"
"IGHV4-4","ENSG00000276775.1",4.044,"4.23e-19",586.71,"Up"
"TMEM63C","ENSG00000165548.11",4.042,"5.81e-12",65.22,"Up"
NA,"ENSG00000253217.2",4.042,"1.57e-08",13.55,"Up"
"LINC00705","ENSG00000225269.4",4.034,"1.92e-02",1.82,"Up"
NA,"ENSG00000234800.2",4.031,"4.48e-04",1.8,"Up"
"CRYGN","ENSG00000127377.10",4.03,"2.96e-05",5.75,"Up"
NA,"ENSG00000231106.4",4.029,"1.09e-06",61.92,"Up"
"SALL4","ENSG00000101115.13",4.027,"3.45e-14",25.22,"Up"
NA,"ENSG00000302091.1",4.02,"4.87e-03",1.44,"Up"
NA,"ENSG00000286456.4",4.017,"1.83e-04",6.63,"Up"
"PCP4","ENSG00000183036.11",4.012,"2.73e-08",34.17,"Up"
NA,"ENSG00000273443.2",4.012,"4.75e-04",1.43,"Up"
"PCDH19","ENSG00000165194.15",4.003,"5.73e-08",46.8,"Up"
"IGFL2-AS1","ENSG00000268621.7",3.996,"8.86e-03",1.78,"Up"
NA,"ENSG00000242675.1",3.991,"4.45e-02",1.4,"Up"
"TFPI2-DT","ENSG00000234695.2",3.988,"1.24e-03",2.19,"Up"
"ESPN","ENSG00000187017.18",3.986,"2.30e-13",19.78,"Up"
"SYNPR-AS1","ENSG00000241359.2",3.983,"3.93e-08",13.25,"Up"
"H2BC7","ENSG00000277224.3",3.982,"1.43e-02",1.76,"Up"
"CCDC185","ENSG00000178395.7",3.981,"7.16e-03",1.74,"Up"
"LOC101929691","ENSG00000285872.4",3.978,"7.87e-06",3.26,"Up"
"KIF5A","ENSG00000155980.13",3.972,"9.54e-10",22.25,"Up"
"LINC00460","ENSG00000233532.7",3.97,"1.03e-05",15.75,"Up"
"CYP27C1","ENSG00000186684.14",3.969,"2.43e-12",20.29,"Up"
"TGM5","ENSG00000104055.17",3.968,"1.16e-03",10.32,"Up"
NA,"ENSG00000300695.1",3.964,"9.50e-09",31.61,"Up"
"IGHV2-70D","ENSG00000211974.3",3.963,"1.65e-18",125.52,"Up"
"PRB3","ENSG00000197870.14",3.963,"1.36e-04",6.12,"Up"
"TMEM171","ENSG00000157111.13",3.96,"1.81e-09",11.11,"Up"
"HS6ST2","ENSG00000171004.19",3.956,"1.31e-12",265.27,"Up"
"TRIM54","ENSG00000138100.14",3.956,"4.43e-03",3.95,"Up"
NA,"ENSG00000224853.4",3.956,"2.58e-02",1.73,"Up"
NA,"ENSG00000253631.1",3.955,"7.78e-03",1.38,"Up"
NA,"ENSG00000278510.1",3.953,"3.86e-08",14.73,"Up"
"FRMD5","ENSG00000171877.21",3.949,"1.39e-09",50.37,"Up"
NA,"ENSG00000305951.1",3.945,"2.77e-04",3.2,"Up"
"MCIDAS","ENSG00000234602.9",3.943,"1.30e-07",7.83,"Up"
"ADAMTS16","ENSG00000145536.15",3.93,"6.15e-13",57.21,"Up"
"HTR1D","ENSG00000179546.5",3.927,"3.38e-05",27.21,"Up"
NA,"ENSG00000298660.1",3.927,"2.93e-03",1.35,"Up"
NA,"ENSG00000254338.2",3.926,"2.51e-04",2.61,"Up"
NA,"ENSG00000249413.3",3.924,"1.59e-02",1.35,"Up"
"TWIST1","ENSG00000122691.13",3.92,"1.90e-05",13.92,"Up"
"NT5C1A","ENSG00000116981.4",3.918,"2.19e-04",51.19,"Up"
"LINC01281","ENSG00000235304.3",3.917,"2.49e-04",2.55,"Up"
NA,"ENSG00000295864.1",3.916,"1.10e-04",1.67,"Up"
"HOXD4","ENSG00000170166.6",3.916,"5.35e-04",5.23,"Up"
"CCDC162P","ENSG00000203799.15",3.916,"4.70e-02",1.34,"Up"
"SCN4A","ENSG00000007314.12",3.914,"9.23e-04",5.35,"Up"
NA,"ENSG00000287046.2",3.91,"1.48e-05",1.66,"Up"
"ADAM12","ENSG00000148848.15",3.909,"2.89e-20",364.33,"Up"
"CKMT1B","ENSG00000223572.10",3.908,"7.70e-10",85.42,"Up"
"IKBKB-DT","ENSG00000253408.7",3.908,"8.64e-03",2.57,"Up"
NA,"ENSG00000279419.1",3.902,"6.69e-03",1.68,"Up"
"DGCR5","ENSG00000273032.4",3.9,"1.67e-21",54.09,"Up"
NA,"ENSG00000300009.1",3.9,"3.06e-02",1.32,"Up"
"GPR37","ENSG00000170775.3",3.896,"2.76e-08",86.88,"Up"
"LOC101927531","ENSG00000255595.6",3.887,"2.17e-03",9.72,"Up"
"PLXNB3","ENSG00000198753.12",3.886,"1.37e-13",44.32,"Up"
"LINC01629","ENSG00000258602.3",3.886,"1.63e-02",2.05,"Up"
NA,"ENSG00000218274.2",3.884,"8.04e-03",1.63,"Up"
NA,"ENSG00000304158.1",3.878,"1.53e-04",2.01,"Up"
"DNAJC22","ENSG00000178401.16",3.876,"1.73e-15",45,"Up"
"CPNE7","ENSG00000178773.15",3.872,"4.98e-11",52.04,"Up"
"CLDN9","ENSG00000213937.4",3.871,"3.97e-06",9.46,"Up"
NA,"ENSG00000293413.2",3.867,"4.61e-15",30.31,"Up"
NA,"ENSG00000261123.1",3.867,"5.14e-06",3.73,"Up"
"SRRM3","ENSG00000177679.16",3.866,"6.58e-09",17.56,"Up"
NA,"ENSG00000229953.2",3.857,"4.28e-09",22.62,"Up"
NA,"ENSG00000310067.1",3.855,"4.17e-04",3.84,"Up"
NA,"ENSG00000286965.1",3.855,"1.23e-03",2.01,"Up"
"DQX1","ENSG00000144045.14",3.854,"3.82e-06",14.03,"Up"
"C11orf86","ENSG00000173237.5",3.849,"3.64e-02",1.28,"Up"
NA,"ENSG00000293866.1",3.848,"4.85e-03",2.01,"Up"
"CILP","ENSG00000138615.6",3.845,"1.77e-14",185.15,"Up"
NA,"ENSG00000308525.1",3.844,"1.45e-02",1.61,"Up"
NA,"ENSG00000310242.1",3.843,"1.16e-03",1.99,"Up"
"GOLGA6L6","ENSG00000277322.1",3.841,"3.44e-02",1.61,"Up"
NA,"ENSG00000229335.3",3.839,"9.12e-04",2.47,"Up"
"IGF2BP1","ENSG00000159217.10",3.838,"1.01e-03",6.36,"Up"
"GAD1","ENSG00000128683.14",3.835,"2.16e-10",19.21,"Up"
"SLC5A12","ENSG00000148942.15",3.835,"9.54e-04",7.75,"Up"
NA,"ENSG00000303324.1",3.833,"4.51e-08",26.97,"Up"
NA,"ENSG00000250343.2",3.832,"1.86e-06",13.09,"Up"
"ZPLD1","ENSG00000170044.9",3.83,"1.43e-04",3.02,"Up"
NA,"ENSG00000290319.2",3.825,"1.48e-03",1.56,"Up"
"KRT78","ENSG00000170423.13",3.821,"6.44e-03",3.57,"Up"
NA,"ENSG00000235070.4",3.821,"3.59e-02",1.25,"Up"
NA,"ENSG00000259828.1",3.818,"1.70e-02",1.25,"Up"
NA,"ENSG00000309824.1",3.817,"7.07e-04",1.57,"Up"
NA,"ENSG00000300538.1",3.815,"4.77e-03",1.25,"Up"
"ABCA4","ENSG00000198691.14",3.813,"1.69e-06",145.53,"Up"
"ITIH6","ENSG00000102313.9",3.813,"1.67e-02",2.39,"Up"
"DLX6","ENSG00000006377.11",3.812,"1.70e-02",1.25,"Up"
"IL17REL","ENSG00000188263.11",3.806,"9.23e-05",11.69,"Up"
NA,"ENSG00000290023.2",3.805,"3.23e-04",1.24,"Up"
"LINC00525","ENSG00000146666.5",3.805,"5.01e-04",2.39,"Up"
"CDH3","ENSG00000062038.15",3.804,"3.17e-22",912.87,"Up"
NA,"ENSG00000295962.1",3.803,"4.73e-02",1.24,"Up"
"XIRP1","ENSG00000168334.9",3.797,"5.11e-06",10.52,"Up"
NA,"ENSG00000287600.2",3.797,"5.08e-04",1.55,"Up"
"ASPHD1","ENSG00000174939.11",3.794,"5.26e-08",22.74,"Up"
"MIR25","ENSG00000207547.1",3.791,"2.56e-04",1.55,"Up"
"PROM2","ENSG00000155066.16",3.787,"3.64e-19",522.07,"Up"
"MIR4653","ENSG00000264425.1",3.785,"5.65e-04",2.37,"Up"
"FGF5","ENSG00000138675.17",3.785,"1.22e-03",2.95,"Up"
"SMCO2","ENSG00000165935.10",3.783,"1.15e-04",2.36,"Up"
"STX1A","ENSG00000106089.12",3.782,"7.01e-19",82.22,"Up"
"NMU","ENSG00000109255.11",3.782,"1.58e-06",24,"Up"
NA,"ENSG00000236833.2",3.782,"3.08e-03",1.89,"Up"
"EFNA2","ENSG00000099617.4",3.782,"1.68e-02",1.22,"Up"
NA,"ENSG00000229950.2",3.781,"3.45e-07",4.19,"Up"
NA,"ENSG00000295624.1",3.776,"1.55e-04",4.23,"Up"
"SOHLH2","ENSG00000120669.16",3.776,"5.46e-04",1.52,"Up"
"ALOX12B","ENSG00000179477.11",3.774,"1.10e-03",2.35,"Up"
"TAS2R2","ENSG00000203523.3",3.772,"2.28e-03",1.52,"Up"
"CYP26A1","ENSG00000095596.12",3.764,"1.21e-02",1.51,"Up"
"CXCL14","ENSG00000145824.13",3.762,"3.84e-17",398.19,"Up"
"HNF4G","ENSG00000164749.13",3.76,"4.59e-15",52.87,"Up"
"IGHG2","ENSG00000211893.4",3.753,"5.92e-16",4698.52,"Up"
"COL3A1","ENSG00000168542.18",3.752,"4.10e-19",21467.54,"Up"
"SEPTIN5","ENSG00000184702.20",3.752,"4.25e-06",4.15,"Up"
"COCH","ENSG00000100473.18",3.751,"4.76e-07",44.89,"Up"
"SPACA3","ENSG00000141316.13",3.751,"8.57e-03",1.2,"Up"
"LINC01235","ENSG00000270547.7",3.75,"9.85e-05",2.85,"Up"
"LINC01583","ENSG00000259518.2",3.75,"2.47e-03",1.51,"Up"
"CA7","ENSG00000168748.14",3.747,"6.55e-03",1.18,"Up"
NA,"ENSG00000297261.1",3.747,"8.08e-03",1.18,"Up"
"PAX9","ENSG00000198807.13",3.745,"7.56e-14",67.94,"Up"
"WASIR2","ENSG00000231439.5",3.741,"4.66e-04",4.07,"Up"
NA,"ENSG00000260658.8",3.74,"1.57e-02",1.5,"Up"
"LOC730338","ENSG00000233539.5",3.737,"1.74e-06",6.94,"Up"
NA,"ENSG00000256443.1",3.736,"1.24e-04",3.47,"Up"
NA,"ENSG00000300906.1",3.733,"3.73e-03",1.49,"Up"
"GRM4","ENSG00000124493.14",3.729,"8.85e-03",1.49,"Up"
"NCCRP1","ENSG00000188505.5",3.727,"7.54e-05",36.91,"Up"
"RGS20","ENSG00000147509.14",3.724,"5.13e-06",11.39,"Up"
"FNDC1","ENSG00000164694.17",3.723,"1.49e-10",259.59,"Up"
"FUT6","ENSG00000156413.15",3.716,"2.32e-06",11.85,"Up"
NA,"ENSG00000242136.2",3.713,"2.72e-05",8.48,"Up"
NA,"ENSG00000293539.2",3.711,"5.01e-03",1.48,"Up"
"RGS17","ENSG00000091844.8",3.708,"1.57e-16",90.03,"Up"
"CGREF1","ENSG00000138028.17",3.708,"3.84e-08",13.48,"Up"
"PLPP4","ENSG00000203805.11",3.707,"8.16e-08",16.1,"Up"
NA,"ENSG00000253553.10",3.699,"4.39e-02",1.46,"Up"
NA,"ENSG00000267287.2",3.696,"2.72e-06",6.58,"Up"
"SOX15","ENSG00000129194.8",3.695,"1.38e-06",15.66,"Up"
"COL19A1","ENSG00000082293.13",3.695,"1.75e-05",4.61,"Up"
"BCL2L15","ENSG00000188761.13",3.694,"2.63e-18",170.01,"Up"
"KRT8P39","ENSG00000233560.2",3.69,"3.91e-04",6.11,"Up"
"IGSF1","ENSG00000147255.19",3.686,"3.58e-06",12.24,"Up"
NA,"ENSG00000309318.1",3.684,"8.12e-03",1.42,"Up"
"OR7E91P","ENSG00000290930.2",3.683,"1.29e-02",2.72,"Up"
"SCUBE3","ENSG00000146197.9",3.681,"2.11e-09",180.89,"Up"
"GUCY1B2","ENSG00000293412.2",3.681,"9.16e-05",12.39,"Up"
NA,"ENSG00000232549.1",3.678,"9.76e-05",1.43,"Up"
NA,"ENSG00000263680.2",3.669,"1.38e-03",1.13,"Up"
"HECW1","ENSG00000002746.15",3.668,"1.12e-14",16.6,"Up"
NA,"ENSG00000272942.1",3.668,"2.21e-04",2.69,"Up"
"ETV4","ENSG00000175832.13",3.667,"1.46e-16",143.66,"Up"
NA,"ENSG00000286134.3",3.667,"4.31e-02",1.42,"Up"
"WDR72","ENSG00000166415.15",3.666,"2.09e-04",149.58,"Up"
NA,"ENSG00000308109.1",3.666,"2.13e-02",1.77,"Up"
"CLCA3P","ENSG00000291014.1",3.66,"3.39e-02",1.13,"Up"
"LINC00862","ENSG00000203721.9",3.657,"3.81e-06",6.55,"Up"
"HOXB8","ENSG00000120068.7",3.657,"7.73e-03",4.7,"Up"
NA,"ENSG00000253906.1",3.656,"2.72e-04",4.49,"Up"
NA,"ENSG00000226956.2",3.656,"5.97e-03",1.76,"Up"
NA,"ENSG00000286802.2",3.647,"9.56e-03",2.66,"Up"
"MUC4","ENSG00000145113.22",3.646,"3.23e-05",688.52,"Up"
"LOC93429","ENSG00000268460.2",3.642,"1.73e-04",5.91,"Up"
"TPTE2","ENSG00000132958.19",3.641,"2.98e-05",2.66,"Up"
"LINC02912","ENSG00000280055.2",3.64,"1.11e-02",1.41,"Up"
NA,"ENSG00000293607.1",3.639,"1.04e-03",2.66,"Up"
NA,"ENSG00000297676.1",3.638,"1.66e-03",1.39,"Up"
NA,"ENSG00000298776.1",3.637,"1.21e-03",2.16,"Up"
"PTP4A1","ENSG00000112245.14",3.636,"1.20e-04",4.3,"Up"
NA,"ENSG00000304868.1",3.633,"1.35e-05",3.85,"Up"
"PLAAT1","ENSG00000127252.7",3.631,"4.18e-06",10.44,"Up"
"NKX3-2","ENSG00000109705.8",3.63,"4.51e-03",1.39,"Up"
"MANCR","ENSG00000231298.9",3.627,"1.69e-03",3.28,"Up"
NA,"ENSG00000262198.3",3.626,"6.86e-07",18.36,"Up"
"LINC01460","ENSG00000205334.5",3.626,"4.24e-05",6.7,"Up"
NA,"ENSG00000305960.1",3.622,"4.85e-03",1.72,"Up"
NA,"ENSG00000286273.1",3.622,"3.41e-02",1.09,"Up"
"MB","ENSG00000198125.13",3.62,"3.87e-07",15.28,"Up"
"TAS2R38","ENSG00000257138.1",3.62,"1.92e-02",1.38,"Up"
"PHLDA2","ENSG00000181649.9",3.619,"7.33e-13",18.44,"Up"
NA,"ENSG00000267432.6",3.618,"6.58e-04",4.94,"Up"
NA,"ENSG00000297150.1",3.618,"5.71e-03",1.08,"Up"
"CABYR","ENSG00000154040.21",3.617,"1.12e-08",31.38,"Up"
NA,"ENSG00000223715.4",3.617,"1.22e-03",1.75,"Up"
"IGHV2-70","ENSG00000274576.2",3.616,"1.19e-17",270.81,"Up"
NA,"ENSG00000233483.5",3.606,"7.62e-04",1.36,"Up"
NA,"ENSG00000296672.1",3.606,"4.85e-03",1.08,"Up"
"UBE2C","ENSG00000175063.17",3.602,"4.75e-11",208.09,"Up"
NA,"ENSG00000278635.1",3.601,"7.25e-04",2.1,"Up"
NA,"ENSG00000280234.1",3.601,"3.06e-02",1.07,"Up"
"BBOX1","ENSG00000129151.9",3.599,"3.63e-05",12.1,"Up"
"IGKV6D-41","ENSG00000211626.2",3.599,"5.64e-03",2.12,"Up"
"SPINK13","ENSG00000214510.10",3.599,"9.25e-03",4.8,"Up"
"IGLVI-70","ENSG00000253239.1",3.597,"3.69e-03",1.7,"Up"
"FDCSP","ENSG00000181617.6",3.596,"4.90e-07",28.27,"Up"
"KRT80","ENSG00000167767.14",3.594,"2.85e-13",243.49,"Up"
NA,"ENSG00000249388.4",3.593,"4.09e-05",2.08,"Up"
NA,"ENSG00000228409.9",3.591,"2.50e-05",2.1,"Up"
"IGFBP3","ENSG00000146674.16",3.588,"2.79e-17",2547.16,"Up"
"HHIPL2","ENSG00000143512.13",3.584,"1.96e-03",9.44,"Up"
"GGTA2P","ENSG00000237766.2",3.577,"1.89e-02",1.66,"Up"
NA,"ENSG00000295196.1",3.576,"1.66e-03",2.08,"Up"
"SPOCK1","ENSG00000152377.15",3.575,"9.07e-14",144.41,"Up"
NA,"ENSG00000302636.1",3.574,"4.37e-03",1.67,"Up"
"MXRA5Y","ENSG00000235649.2",3.572,"6.57e-07",13.88,"Up"
"ASCL5","ENSG00000232237.5",3.569,"2.89e-04",2.53,"Up"
NA,"ENSG00000297281.1",3.568,"9.04e-04",2.06,"Up"
"BMS1P17","ENSG00000291205.2",3.567,"4.46e-06",6.94,"Up"
NA,"ENSG00000305890.1",3.567,"2.08e-02",4.04,"Up"
NA,"ENSG00000299376.1",3.564,"3.44e-03",1.06,"Up"
"CLCA2","ENSG00000137975.8",3.563,"3.38e-03",73.82,"Up"
"ADAMTS18","ENSG00000140873.16",3.562,"1.55e-05",7.36,"Up"
"SHISAL1","ENSG00000138944.8",3.559,"1.80e-06",111.32,"Up"
"IGF2BP3","ENSG00000136231.14",3.556,"8.54e-08",117.57,"Up"
"SPTSSB","ENSG00000196542.9",3.553,"6.63e-05",19.28,"Up"
"HNRNPA3P9","ENSG00000270903.1",3.552,"3.35e-04",2.51,"Up"
"KIF26B","ENSG00000162849.16",3.551,"4.55e-20",247.63,"Up"
"MEGF10","ENSG00000145794.17",3.55,"9.64e-06",19.08,"Up"
NA,"ENSG00000230623.9",3.548,"1.11e-03",5.52,"Up"
"HORMAD1","ENSG00000143452.16",3.546,"5.20e-05",35.01,"Up"
NA,"ENSG00000306614.1",3.546,"3.96e-02",1.03,"Up"
"SLC6A8","ENSG00000130821.17",3.545,"1.54e-10",338.81,"Up"
"RPL23AP77","ENSG00000267301.1",3.54,"7.89e-03",1.03,"Up"
"KIRREL2","ENSG00000126259.20",3.538,"2.10e-03",3.53,"Up"
"SLC39A2","ENSG00000165794.10",3.536,"2.64e-02",3.85,"Up"
"HPCA","ENSG00000121905.10",3.535,"1.96e-04",2.45,"Up"
"CCDC26","ENSG00000229140.13",3.532,"1.13e-05",17.19,"Up"
NA,"ENSG00000301416.1",3.528,"1.92e-02",1.29,"Up"
NA,"ENSG00000213997.3",3.523,"2.33e-04",1.6,"Up"
"FAM178B","ENSG00000168754.15",3.52,"3.94e-05",5.16,"Up"
"CBLN1","ENSG00000102924.13",3.52,"4.68e-03",3.49,"Up"
NA,"ENSG00000310335.1",3.518,"1.84e-02",1.28,"Up"
"RAMP1","ENSG00000132329.11",3.513,"1.92e-11",41.7,"Up"
"IGKV2D-18","ENSG00000254220.1",3.513,"7.65e-06",4.7,"Up"
NA,"ENSG00000305429.1",3.512,"4.18e-02",1.01,"Up"
NA,"ENSG00000261583.1",3.511,"4.09e-02",1.29,"Up"
"DIPK1C","ENSG00000187773.9",3.511,"4.36e-02",1.02,"Up"
"IGLC7","ENSG00000211685.3",3.509,"2.01e-09",191.63,"Up"
NA,"ENSG00000250049.8",3.509,"3.76e-03",3.53,"Up"
"PYCR1","ENSG00000183010.17",3.506,"1.49e-27",145.75,"Up"
NA,"ENSG00000286540.2",3.503,"4.16e-02",1.27,"Up"
NA,"ENSG00000253819.4",3.5,"6.55e-03",1.99,"Up"
"SH2D5","ENSG00000189410.12",3.495,"1.18e-03",5.1,"Up"
"LRRC37A6P","ENSG00000230445.5",3.494,"5.39e-07",9.47,"Up"
"ALG1L1P","ENSG00000291096.2",3.49,"1.05e-05",7.03,"Up"
NA,"ENSG00000310521.1",3.487,"3.05e-04",2.89,"Up"
"CST4","ENSG00000101441.5",3.486,"1.39e-02",1,"Up"
"UGT1A6","ENSG00000167165.19",3.485,"8.30e-04",12.7,"Up"
"BCL2L10","ENSG00000137875.4",3.483,"8.19e-04",1.96,"Up"
NA,"ENSG00000278966.2",3.483,"9.11e-03",1.27,"Up"
NA,"ENSG00000272068.1",3.482,"1.37e-04",12.36,"Up"
NA,"ENSG00000307490.1",3.475,"1.09e-04",4.14,"Up"
NA,"ENSG00000277883.1",3.473,"4.43e-03",1.25,"Up"
"ADAMTS14","ENSG00000138316.11",3.472,"2.88e-22",51.44,"Up"
"SPMAP2","ENSG00000105549.11",3.472,"1.17e-02",1.25,"Up"
"TCF24","ENSG00000261787.2",3.471,"2.31e-02",2.37,"Up"
NA,"ENSG00000288922.3",3.468,"5.23e-08",54.38,"Up"
NA,"ENSG00000250697.3",3.468,"4.54e-02",1.93,"Up"
"KIF4B","ENSG00000226650.6",3.466,"4.68e-07",7.77,"Up"
NA,"ENSG00000289911.2",3.465,"5.74e-05",39.33,"Up"
"SYT7","ENSG00000011347.10",3.463,"5.98e-14",177.88,"Up"
NA,"ENSG00000253339.5",3.462,"2.90e-05",7.86,"Up"
"LINC02159","ENSG00000253417.5",3.461,"2.75e-04",15.8,"Up"
"PCSK1N","ENSG00000102109.9",3.461,"6.14e-03",4.01,"Up"
NA,"ENSG00000286263.2",3.459,"1.25e-02",6.05,"Up"
"MDK","ENSG00000110492.17",3.457,"1.64e-25",581.39,"Up"
"IGHV1-3","ENSG00000211935.3",3.456,"1.37e-15",460.85,"Up"
"SULF1","ENSG00000137573.14",3.454,"2.70e-20",2362.59,"Up"
"SOX2","ENSG00000181449.4",3.454,"1.51e-05",94.03,"Up"
NA,"ENSG00000291189.2",3.453,"1.71e-04",6.43,"Up"
"SPINK1","ENSG00000164266.11",3.451,"5.27e-03",110.11,"Up"
"LINC02560","ENSG00000268307.1",3.45,"2.11e-04",5.47,"Up"
"LOC101928335","ENSG00000236064.4",3.45,"2.79e-02",1.24,"Up"
"LOC105378933","ENSG00000226172.3",3.446,"4.06e-02",0.96,"Up"
"PLPP2","ENSG00000141934.10",3.445,"1.80e-29",220.81,"Up"
"RAB3B","ENSG00000169213.7",3.445,"7.21e-09",19.03,"Up"
NA,"ENSG00000301592.1",3.444,"3.08e-02",1.89,"Up"
"RCOR2","ENSG00000167771.6",3.438,"3.96e-07",12.09,"Up"
"CLPSL1","ENSG00000204140.10",3.437,"4.04e-02",0.96,"Up"
"GALNT9","ENSG00000182870.13",3.434,"1.31e-02",1.2,"Up"
NA,"ENSG00000299536.1",3.433,"1.25e-05",7.72,"Up"
"LINC02301","ENSG00000258743.9",3.433,"1.69e-02",4.11,"Up"
NA,"ENSG00000290729.2",3.429,"2.89e-06",15.5,"Up"
"NKAIN1","ENSG00000084628.10",3.429,"1.30e-03",2.31,"Up"
NA,"ENSG00000253227.3",3.426,"8.51e-03",2.32,"Up"
"H2AC8","ENSG00000277075.4",3.423,"1.59e-02",2.82,"Up"
NA,"ENSG00000286714.2",3.422,"2.13e-04",4.69,"Up"
"MAFA","ENSG00000182759.4",3.417,"1.58e-02",2.3,"Up"
"LINC01561","ENSG00000177234.7",3.409,"7.95e-03",0.95,"Up"
